procedure_name,speciality_classification,cost_inr
Punctoplasty (per eye),Ophthalmology Procedure,6423.198
Pure Tone Audiogram / Pure Tone Audiometry / PTA,ENT Investigation,450.017
Pyelolithotomy -Laparoscopic/endoscopic,Nephrology And Urology Procedure,50355.818
Pyelolithotomy-open,Nephrology And Urology Procedure,59862.433
Pyloric balloon dilatation,Gastroenterology / Endoscopic Procedures,8556.780526315788
Pyloromyotomy,Abdomen/GI Surgery Procedure,25994.276842105264
"Quadruple test (AFP,HCG,UE3,Inhibin A)",Laboratory Investigation,2382.888947368421
QuantiFERON TB Gold,Laboratory Investigation,2512.7905
RARA Variant - ZBTB16 / RARA : t(11;17) (1 marker),Oncology Investigations,2984.2265
RB TTT/ Cryotherapy affected eye,Ophthalmology Procedure,4498.642
RB intravitreal/intravenous/subtenons chemotherapy affected eye excluding the cost of the chemotherapy drug,Ophthalmology Procedure,3512.041052631579
RCT Multiple root and/ canal tooth,Dental Procedure,2998.0015
RCT-Single Rooted tooth,Dental Procedure,1997.77
RHOA Mutation Detection Assay,Oncology Investigations,7039.4215
RNS( Repetitive Nerve stimulation),Neurology Investigation,1605.683
ROS 1,Oncology Investigations,9821.935
RQ PCR based assay for MRD monitoring of Acute Leukaemia,Oncology Investigations,9540.338
RQ-PCR BCR-ABL (P210),Oncology Investigations,11010.495
RQ-PCR PML-RARA,Oncology Investigations,10883.391500000002
"RT-PCR Multiplex, Acute Leukaemia Panel",Oncology Investigations,7353.363684210526
"RT-PCR Multiplex, BCR-ABL (P190, P210)",Oncology Investigations,6372.402
"RT-PCR Nested, IGH Chain Gene Rearrangement /TCR Gene Rearrangement",Oncology Investigations,4602.345263157895
Radical Cystectomy,Cancer Surgery,56290.4605
Radical Hysterectomy + Pelvic Lymphadecectomy (Wertheims),Cancer Surgery,44397.293
Radical Nephrectomy (Paed.) + Bowel Excl.,Cancer Surgery,43563.67736842105
Radical Nephrectomy (Paediatric),Cancer Surgery,31747.701
Radical/Simple Mastectomy,Cancer Surgery,31413.21736842105
Radio Ablation of Varicose Veins (RFA Ablation) excluding the cost of RFA Catheter,Cardiovascular And Cardiac Surgery Procedure,9378.179
Radiofrequency (RF) Ablation Atrial Tachycardia/CARTO,Cardiology Procedure,167884.194
Radiofrequency (RF) Ablation Conventional,Cardiology Procedure,92635.6794736842
Radiofrequency (RF) Lesion for Trigeminal Neuralgia,Neuro-Surgery Procedure,50010.95105263158
Radiofrequency (RF) lesion for facet joint pain syndrome,Neuro-Surgery Procedure,60010.4775
Radionuclide Cisternography for CSF leak,Nuclear Medicine Investigation,6847.761
Radiosynovectomy with Yttrium,Radio-Isotope Therapy,25087.7475
Radius Lower End Excision,Cancer Surgery,25070.2835
Radius Lower End Excision + Wrist Fusion,Cancer Surgery,31493.194736842102
Ranula Excision,ENT Procedure,18929.5405
Rapid Test for Malaria (Card Test)/QBC Malaria Test,Laboratory Investigation,99.42842105263158
"Rare Hernias Repair (Spigelian, Obturator, Lumbar, Sciatic) - excluding the cost of mesh and tacker",Abdomen/GI Surgery Procedure,40548.6725
Ray Amputation,Cancer Surgery,25298.0915
Re-Exploration,Cancer Surgery,31079.245000000003
Re-RCT - Anterior,Dental Procedure,2489.1885
Re-RCT - Posterior,Dental Procedure,2965.9263157894734
Re-suturing (Primary suturing) of corneal wound per eye,Ophthalmology Procedure,5006.0115
Reconstruct. With Interpolation. Composite Flap,Cancer Surgery,31451.7655
Reconstruct. With Local Skin/Mucosal Flap,Cancer Surgery,25373.044
Reconstruct. With Single Flap (H & N),Cancer Surgery,25037.621578947368
Reconstruct. With Skin/Mucosal Graft,Cancer Surgery,15723.708421052632
Reconstruction With Anatomical Closure,Cancer Surgery,25345.905789473687
Reconstruction With Double Flaps (Head and Neck),Cancer Surgery,31536.826500000003
Reconstruction With Flap (Chest & Abdominal),Cancer Surgery,43825.874
Reconstruction of Eyelid Defects - Major,Burns And Plastic Surgery Procedure,33320.995500000005
Reconstruction of Eyelid Defects - Minor,Burns And Plastic Surgery Procedure,26151.297777777778
Rectal Biopsy (Megacolon),Paediatric Surgery Procedure,19072.707777777778
Rectal Polyp-Excision,Abdomen/GI Surgery Procedure,14248.88
Rectovaginal Fistula (RVF) Repair,Obstetrics And Gynaecology Procedure,40740.4555
Rectum Anterior Resection,Cancer Surgery,31289.1585
Rectum Local Excision,Cancer Surgery,25050.28842105263
Rectum Post Exenteration,Cancer Surgery,44338.0815
Reduction of Paraphimosis,Nephrology And Urology Procedure,6036.6578947368425
Refraction with auto refraction - Both Eyes,Ophthalmology Investigation,202.1065
Release of fibrous bands & grafting in (OSMF) treatment under GA,Dental Procedure,19200.1615
Removable Partial Denture - Acrylic Up to 3 teeth,Dental Procedure,2001.8905263157887
Removable Partial Denture - Cast Metal (additional Per tooth),Dental Procedure,299.0
Removable Partial Denture - Cast Metal Up to 3 Teeth,Dental Procedure,4050.9695
Removable Partial Denture - Flexible Per Arch,Dental Procedure,7544.811500000001
Removable Partial Denture - Tooth Addition (per tooth),Dental Procedure,297.48
Removable orthodontic appliance / Post Orthodontic R O A -per arch,Dental Procedure,2501.1655
Removal Of Foreign Bodies -without C-ARM,General Surgery,1502.036
Removal of - Lateral Exostosis/Torus Mandibularis/Torus Palatines/Surgical reduction of Osseous Tuberosity,Dental Procedure,2993.1275
Removal of IUD/IUCD/Pessary,Obstetrics And Gynaecology Procedure,1005.249
Removal of Plates,Orthopaedics Procedure,26143.9905
Removal of Submandibular Salivary gland,ENT Procedure,26136.0005
Removal of Sutures (All),General Procedure,198.73263157894732
Removal of Wires & Screw,Orthopaedics Procedure,12761.724210526316
Removal of corneal foreign body,Ophthalmology Procedure,404.814
Removal of foreign body From Ear/otoscopy diagnostic or therapeutic,ENT Procedure,693.0640000000001
Removal of foreign body From Nose,ENT Procedure,701.988
Renal Angioplasty excluding the cost of Stent,Cardiology Procedure,57620.91684210526
Renal Cortical Scintigraphy with Technetium 99m Dimercaptosuccinic acid (DMSA)/DTPA,Nuclear Medicine Investigation,3981.6395
Repair of Common Bile Duct (CBD),Abdomen/GI Surgery Procedure,40947.672
Repair of Parotid Duct,ENT Procedure,26093.316
Repair of Ureterocele -Endoscopic incision,Nephrology And Urology Procedure,33300.68736842106
Repair of Ureterocele -Lap/Endoscopic,Nephrology And Urology Procedure,40958.83
Repair of Ureterocele -Open,Nephrology And Urology Procedure,40503.268
Repetitive nerve stimulation (RNS)-Decremental response (before and after neostigmine),Neurology Investigation,1510.4025
Repetitive nerve stimulation (RNS)-Incremental response,Neurology Investigation,1489.5568421052633
Resection & Anastomosis of Small Intestine,Abdomen/GI Surgery Procedure,49719.7025
Resection Bladder Neck Endoscopic / Bladder neck incision / transurethral incision on prostrate,Nephrology And Urology Procedure,40818.618
Resection Enucleation of thyroid Adenoma,ENT Procedure,26038.8485
Rest Thallium / Myocardial Perfusion Scintigraphy,Cardiology Investigation,9595.502
Resuscitation/CPR/Intubation,Critical Care,1501.9665
Reticulocyte Count,Laboratory Investigation,100.99736842105264
Retinal detachment surgery (RDS) per eye,Ophthalmology Procedure,26314.609000000004
Retinal detachment surgery (RDS) with scleral buckling per eye,Ophthalmology Procedure,33105.044210526314
"Retinal laser procedures -green laser for PRP,retinal tears, ROP,endolaser per eye",Ophthalmology Procedure,3469.8315789473686
Retinoblastoma Excision (Paediatric),Cancer Surgery,25183.754
Retinoblastoma[RB] EUA both eyes,Ophthalmology Procedure,3015.0605
Retro Peritoneal Tumour Removal,Abdomen/GI Surgery Procedure,50896.09684210526
Retrograde Intrarenal Surgery (RIRS)/ Flexible Ureteroscopy,Nephrology And Urology Procedure,60075.962
Retrograde Urethrography (RGU),Radiological Investigation,1132.6585
Retromastoid Craniotomy,Cancer Surgery,56549.36899999999
Retroperitoneal Lymph Node Biopsy (Exploration),Cancer Surgery,25049.07105263157
Retroperitoneal Lymph Node Diss. Nerve Sp,Cancer Surgery,57016.728
Retroperitoneal Lymphadenectomy,Cancer Surgery,57261.58722222222
Retroperitoneal Sarcoma,Cancer Surgery,43819.235
Retroperitoneal Sarcoma + Visceral Exc.,Cancer Surgery,57231.33150000001
Retroperitoneal Tumor + Bowel Excision,Cancer Surgery,43805.5805
Retroperitoneal Tumor + Ureter Excision of,Cancer Surgery,56385.80684210527
Retroperitoneal Tumor Excision,Cancer Surgery,56539.4495
Rh Antibody Titre,Laboratory Investigation,300.0115
Rheumatoid Factor / Rh Factor Test,Laboratory Investigation,741.6921052631578
Rhinoplasty- Non-cosmetic,ENT Procedure,33224.31
Rib Excision Only,Cancer Surgery,25051.7095
Right Hemicolectomy,Abdomen/GI Surgery Procedure,33458.398
Rigid Sigmoidoscopy,Cancer Surgery,6877.306500000001
Root end resection and Retro grade filling,Dental Procedure,2996.804
Rota Virus serology,Laboratory Investigation,401.044
Rotablation excluding the cost of Rotablator Burr/Advancer,Cardiology Procedure,58424.7225
Rotationplasty,Cancer Surgery,44378.6175
Rotator cuff repair / RC repair,Orthopaedics Procedure,59793.41736842105
Routine - H & E,Laboratory Investigation,547.6510000000001
Rupture Uterus Closure & Repair with Tubal Ligation,Obstetrics And Gynaecology Procedure,40682.4975
Ryles Tube Insertion,Critical Care,899.9174999999999
S/C Fossa Gland Dissection,Cancer Surgery,15756.657
SCL 70 Antibody,Laboratory Investigation,1689.837894736842
SSA- Antibody Ro Serum Test,Laboratory Investigation,1450.1664705882354
SSB- Antibody La Serum Test,Laboratory Investigation,1466.864
STR Panel studies,Oncology Investigations,4468.61
STS Excision (Paediatric),Cancer Surgery,25302.1395
Sacral Chordomas,Cancer Surgery,31490.9395
Sacral Tumors,Cancer Surgery,44082.10263157894
Sacral tumors excision (combined approach),Cancer Surgery,56283.16315789474
Sacro-Coccygeal Teratoma Excision,Paediatric Surgery Procedure,40861.7715
Samarium-153 therapy for metastatic bone pain palliation,Radio-Isotope Therapy,19750.326500000003
Scalene Node Biopsy,Biopsies,9189.7565
Scaling,Dental Procedure,1009.279
Scalp tumor+skull bone excision.,Cancer Surgery,25233.9455
Scapulectomy Partial/Total,Cancer Surgery,25186.0195
Schirmer Test,Ophthalmology Investigation,299.95
Scintimammography.,Nuclear Medicine Investigation,6011.4215
Scleral Fixation Tissue glue /fibrin glue per eye,Ophthalmology Procedure,8459.980000000001
Scleral graft for scleral melting or perforation per eye,Ophthalmology Procedure,12759.015
Scleral grafting or conjunctival flap for corneal perforation per eye,Ophthalmology Procedure,8647.780555555555
Sclerotherapy Injection / Banding of Haemorrhoids (cost of drug/sclerotherapy agent/band extra),General Surgery,695.6795
Sclerotherapy of oesophageal varices,Gastroenterology / Endoscopic Procedures,8543.342
Scoliosis Surgery/ Deformity Correction of Spine,Orthopaedics Procedure,92840.917
Scrotal Exploration,Nephrology And Urology Procedure,25979.1865
Scrotectomy,Cancer Surgery,25173.855
Scrub Typhus IgM,Laboratory Investigation,1598.0084210526315
Second Look Laparoscopy,Cancer Surgery,25227.42894736842
Second Look Laparotomy,Cancer Surgery,25386.0325
Secondary IOL implantation- AC IOL PC IOL or scleral fixated IOL excluding the cost of IOL per eye,Ophthalmology Procedure,18881.4805
Secondary Surgery for Cleft Lip Deformity,Burns And Plastic Surgery Procedure,40379.487
Secondary Surgery for Cleft Palate,Burns And Plastic Surgery Procedure,41216.555
Secondary Suturing (Thoracic),Cancer Surgery,15795.96894736842
Secondary suture of wounds,General Surgery,4360.603684210527
Segmental / Hemi Mandibulectomy with graft,Dental Procedure,23971.388
Segmental /Hemi Mandibulectomy without graft,Dental Procedure,18896.314736842105
Segmental Hepatecomy,Cancer Surgery,31350.805
Segmental Resection Lower Limb + Replacemen,Cancer Surgery,31044.822
Selective Vagotomy & Drainage,Abdomen/GI Surgery Procedure,50578.703
Semen Analysis (Automated/Manual),Laboratory Investigation,252.125
Sengstaken Blakemore (SB) Tube Tamponade,Gastroenterology / Endoscopic Procedures,9260.344736842104
Senning/Arterial Switch Operation (ASO) with graft,Cardiovascular And Cardiac Surgery Procedure,171394.6325
Septal Perforation Repair,ENT Procedure,26105.756
Septo-Rhinoplasty,ENT Procedure,40869.557368421054
Septoplasty,ENT Procedure,26187.9595
Septostomy- Blade,Cardiovascular And Cardiac Surgery Procedure,59890.225
Sequestrectomy & Saucerisation,Orthopaedics Procedure,33244.394
Sequestrectomy & Saucerizations -Arthrotomy,Orthopaedics Procedure,32804.87631578947
Serum AMA M2 (IFA Method),Laboratory Investigation,2000.7585
Serum Ammonia,Laboratory Investigation,668.869
Serum Amylase,Laboratory Investigation,301.2955
Serum Bicarbonate,Laboratory Investigation,200.069
Serum Bilirubin total & direct,Laboratory Investigation,150.2545
Serum Calcium - Ionic,Laboratory Investigation,600.3405
Serum Calcium -Total,Laboratory Investigation,148.9155
Serum Ceruloplasmin,Laboratory Investigation,646.7694736842105
Serum Cholesterol,Laboratory Investigation,151.69894736842105
Serum Chromogranin A,Laboratory Investigation,3836.151
Serum Copper,Laboratory Investigation,649.6247368421052
Serum Creatinine,Laboratory Investigation,100.73526315789474
Serum Electrophoresis,Laboratory Investigation,697.368
Serum Erythropoietin,Laboratory Investigation,1199.0755
Serum Ferritin,Laboratory Investigation,351.1695
Serum Gastrin,Laboratory Investigation,1189.193
Serum Glutamic Oxaloacetic Transaminase (SGOT) /Aspartate Aminotransferase (AST),Laboratory Investigation,100.1757894736842
Serum Glutamic Pyruvic Transaminase (SGPT) / Alanine Aminotransferase (ALT),Laboratory Investigation,100.088
Serum Haptoglobin Levels,Laboratory Investigation,987.3925
Serum IgE Level,Laboratory Investigation,380.2805
Serum Iron,Laboratory Investigation,249.55052631578948
Serum Lactate,Laboratory Investigation,494.0994736842105
Serum Lipase,Laboratory Investigation,403.3725
Serum Magnesium,Laboratory Investigation,300.065
Serum Phosphorus,Laboratory Investigation,148.8435
Serum Potassium,Laboratory Investigation,121.23736842105264
Serum Protein electrophoresis with immunofixation electrophoresis (IFE),Laboratory Investigation,696.7104999999999
Serum Sodium,Laboratory Investigation,120.485
Serum Testosterone,Laboratory Investigation,398.3535
Serum Uric Acid,Laboratory Investigation,150.49200000000002
Serum aldosterone,Laboratory Investigation,1812.7235
Serum aldosterone/renin ratio,Laboratory Investigation,1481.463
Serum phenobarbitone level,Laboratory Investigation,596.617
Sex hormone binding globulin,Laboratory Investigation,1548.075
Shirodkar-s sling Operation or other sling operations for prolapse uterus,Obstetrics And Gynaecology Procedure,18953.042
Shirodkar/ McDonald stitch//Cervical Stitch(Cerclage),Obstetrics And Gynaecology Procedure,12701.375
Shock Wave Therapy/Matrix Rhythm Therapy/Laser/PEMF -Pulse Electro Magnetic Therapy (per session),Physiotherapy,394.9942105263158
Short Increment Sensitivity Index (SISI) Tone Decay,ENT Investigation,405.0984210526316
Shoulder Disarticulation,Cancer Surgery,25466.30421052632
Shoulder spica,Orthopaedics Procedure,8520.9705
Shoulder/Elbow Arthrodesis,Cancer Surgery,31775.5
Sialolithotomy/Sialodocotomy/ Closure of Salivary Fistula,Dental Procedure,2004.8085
Silicone Oil injection (per eye),Ophthalmology Procedure,4997.142105263158
Silicone oil removal per eye,Ophthalmology Procedure,9278.916
Simple Closure of Perforated peptic Ulcer,Abdomen/GI Surgery Procedure,33076.783500000005
Simple Cystectomy,Nephrology And Urology Procedure,40355.197
Simple limbal stem cell transplant SLET per eye,Ophthalmology Procedure,19911.86421052632
Simple/Radical/Modified radical Mastectomy.,Cancer Surgery,31444.5735
Single Antigen Class I,Oncology Investigations,12951.978
Single Antigen Class II,Oncology Investigations,12886.2485
Single Hip spica,Orthopaedics Procedure,7126.0740000000005
Single balloon enteroscopy,Gastroenterology / Endoscopic Procedures,13358.2315
Single drug Chemotherapy,Chemotherapy,1668.7311111111112
Single lumen Jugular Catheterization,Nephrology And Urology Procedure,5026.586842105263
Single lumen Subclavian Catheterization,Nephrology And Urology Procedure,5009.738888888889
Sinogram,Cardiology Investigation,1996.2445
Skeletal Reconstruction (Extremity),Cancer Surgery,31378.4065
Skeletal Reconstruction (Head & Neck),Cancer Surgery,56103.68421052631
Skin Biopsy,Biopsies,1250.64
Skin Flaps - Abdominal,Burns And Plastic Surgery Procedure,32710.2535
Skin Flaps - Advancement Flaps,Burns And Plastic Surgery Procedure,33068.63578947368
Skin Flaps - Arm Etc.,Burns And Plastic Surgery Procedure,26098.63736842105
Skin Flaps - Cross Finger,Burns And Plastic Surgery Procedure,33279.20894736842
Skin Flaps - Direct- cross Leg Flaps- Cross Arm Flap,Burns And Plastic Surgery Procedure,40748.576
Skin Flaps - Rotation Flaps,Burns And Plastic Surgery Procedure,25703.0345
Skin Flaps - Thoracic,Burns And Plastic Surgery Procedure,26387.518
Skin Prick Test for Allergy,Laboratory Investigation,1811.1285
Skull Base Surgery,ENT Procedure,50546.16263157895
Skull Traction Application,Neuro-Surgery Procedure,9133.435
Slide / Images for Second Opinion- Cancer Cytogenetics,Oncology Investigations,929.807894736842
Slow continuous Ultrafiltration,Nephrology And Urology Procedure,8478.634
Small Bowel By-Pass (Multiple)/(Single),Cancer Surgery,25198.2615
Small Bowel Manometry,Gastroenterology / Endoscopic Procedures,9916.837
Small Bowel Resection Anastomosis,Cancer Surgery,25176.5065
Small Incision Cataract Surgery (SICS) with IOL excluding the cost of IOL per eye,Ophthalmology Procedure,12775.43
Small bowel enteroclysis,Radiological Investigation,1984.319
Smear for Malaria/Filaria Parasite,Laboratory Investigation,100.18052631578948
Soft Tissue Operation on Joints -Large,Orthopaedics Procedure,41100.783
Soft Tissue Operation on Joints -Small,Orthopaedics Procedure,26003.7935
Soft Tissue Operations for Congenital Talipes Equinovarus (CTEV),Orthopaedics Procedure,32939.11555555555
Soft Tissue Operations for Polio/ Cerebral Palsy,Orthopaedics Procedure,33261.78
Soft Tissue Wide Excision,Cancer Surgery,25148.883684210527
Soft Tissue Wide Excision + Implant,Cancer Surgery,25197.3655
Soft Tissue Wide Excision + SSG,Cancer Surgery,25218.569
Soft Tissue Wide Excision Reconstruction,Cancer Surgery,31531.524
Somatosensory evoked potentials (SSEP),Neurology Investigation,1512.2055
Space Maintainers - Fixed,Dental Procedure,4016.4105
Spasticity Surgery,Neuro-Surgery Procedure,50741.6015
Special Stain,Laboratory Investigation,201.865
Special education per session of at least 40 minutes,Behavioural therapy,403.743
Speech Assessment,ENT Investigation,398.6505
Speech Discrimination Score,ENT Investigation,403.2845
Speech Therapy per session of at least 40 minutes,Behavioural Therapy,397.4635
Spinal Bifida Surgery Major,Neuro-Surgery Procedure,59158.53631578947
Spinal Bifida Surgery Minor,Neuro-Surgery Procedure,50548.845
Spinal Decompression,Cancer Surgery,31538.4005
Spinal Fixation Cervical/dorsolumbar/ lumbosacral,Orthopaedics Procedure,145344.1795
Spinal Fusion Procedure,Neuro-Surgery Procedure,72548.977
Spinal Fusion Surgery Cervical/ Lumbar Spine -More than 2 Level,Orthopaedics Procedure,77847.75
Spinal Injections,Orthopaedics Procedure,4702.1005
Spinal Osteotomy,Orthopaedics Procedure,50569.405
Splenectomy,Cancer Surgery,25151.9655
Splenectomy - For Hypersplenism,Abdomen/GI Surgery Procedure,59983.8965
Splenectomy - For Trauma,Abdomen/GI Surgery Procedure,50309.32105263157
Splenorenal Anastomosis,Abdomen/GI Surgery Procedure,50671.881
Splinting - Periodontally weak teeth,Dental Procedure,1779.5576470588237
Split Osteotomy and Internal Fixations,Orthopaedics Procedure,50909.343
Squint correction for both eyes,Ophthalmology Procedure,20099.524
Squint correction for one eye,Ophthalmology Procedure,13406.075
Stapedectomy,ENT Procedure,26224.7945
Stapler haemorrhoidectomy excluding the cost of Stapler,General Surgery,33401.316999999995
Stereotactic Radiosurgery for brain pathology (X knife / Gamma knife -Two or more sessions),Neuro-Surgery Procedure,71613.574
Stereotactic Radiosurgery for brain pathology (X knife/Gamma) - ONE session,Neuro-Surgery Procedure,50017.593
Stereotactic aspiration of intracerebral haematoma,Neuro-Surgery Procedure,71613.81947368421
Stereotaxic Procedures- biopsy/aspiration of cyst,Neuro-Surgery Procedure,41069.9325
Sterilization (minilap)-post partum/post abortion,Obstetrics And Gynaecology Procedure,8662.9525
Sternal puncture,General Procedure,2010.483
Stool Routine and Microscopy,Laboratory Investigation,79.9075
Stool for Clostridium difficile Toxin,Laboratory Investigation,2848.1355
Stool for Occult Blood,Laboratory Investigation,99.121
Strapping of Ankle,Orthopaedics Procedure,797.1763157894737
Strapping of Chest,Orthopaedics Procedure,1499.548
Strapping of Elbow,Orthopaedics Procedure,1504.2810526315789
Strapping of Finger,Orthopaedics Procedure,500.9245
Strapping of Knee,Orthopaedics Procedure,992.5785
Strapping of Shoulder,Orthopaedics Procedure,1508.441052631579
Strapping of Toes,Orthopaedics Procedure,596.4225
Strapping of Wrist,Orthopaedics Procedure,756.1
Stress Cardiac MRI,Radiological Investigation,9179.8405
Stress Echo- exercise,Radiological Investigation,2395.934
Stress Echo- pharmacological / D Stress Echo,Radiological Investigation,3015.0215
Stress Myocardial Perfusion Imaging (MPI) - pharmacological,Radiological Investigation,9086.909
Stress Myocardial Perfusion Imaging (MPI)- exercise,Radiological Investigation,9273.375789473685
Stress Thallium / Myocardial Perfusion Scintigraphy,Cardiology Investigation,13408.138
Styloidectomy,ENT Procedure,18988.87210526316
Sub Mandibular Duct Lithotomy,ENT Procedure,6814.0289473684215
Sub-Total mandibulectomy with graft,Dental Procedure,33023.73631578947
Sub-Total mandibulectomy without graft,Dental Procedure,28528.667
Subclavian Catheterization for Haemodialysis,Nephrology And Urology Procedure,6035.603
Subconjunctival/sub-tenon-s injections in both eyes,Ophthalmology Procedure,799.671
Subconjunctival/sub-tenon-s injections in one eye,Ophthalmology Procedure,498.239
Subcutaneous Pedicle Flaps Delay,Burns And Plastic Surgery Procedure,26140.735
Subcutaneous Pedicle Flaps Raising,Burns And Plastic Surgery Procedure,25937.2395
Subcutaneous Pedicle Flaps Transfer,Burns And Plastic Surgery Procedure,26090.52578947368
Subdural Tapping,Neuro-Surgery Procedure,12805.7215
Submandibular gland excision.,Cancer Surgery,15716.44
Submucous Resection,ENT Procedure,12801.08
Subtotal Thyroidectomy,ENT Procedure,40907.8465
Suction Evacuation Vesicular Mole,Obstetrics And Gynaecology Procedure,26254.073
Suprapubic Drainage (Cystostomy/vesicostomy),Nephrology And Urology Procedure,19168.7285
Surface Marker Complete Panel,Oncology Investigations,12186.873
Surface Marker Individual,Oncology Investigations,1884.083157894737
Surgery for Scalp Arteriovenous Malformations (AVMs),Neuro-Surgery Procedure,59875.967500000006
Surgery for Skull Fractures,Neuro-Surgery Procedure,72504.2225
Surgery for intracranial Arteriovenous malformations (AVM),Neuro-Surgery Procedure,92517.721
Surgery for recurrent disc prolapse/epidural fibrosis,Neuro-Surgery Procedure,59100.1535
Surgical - Apicectomy/ Periapical surgery without bone grafting,Dental Procedure,702.0260000000001
Surgical Augmentation/Alveolectomy per Arch,Dental Procedure,3480.8410000000003
Surgical management of PPH (Uterine compression stitches/stepwise devascularisation)/peripartum hysterectomy,Obstetrics And Gynaecology Procedure,18886.31736842105
Surgical posterior capsulotomy one eye,Ophthalmology Procedure,10059.462
Sustained low efficiency haemodialysis /haemodialysis,Nephrology And Urology Procedure,9208.779
Suturing of lid lacerations- Both Eyes,Ophthalmology Procedure,5021.969
Suturing of small wounds,General Surgery,1375.4105
Syndactyly Repair,Burns And Plastic Surgery Procedure,33407.700000000004
Syringing (Ear),ENT Procedure,496.349
T-cell Acute Lymphoblastic Leukemia (T-ALL) Panel,Oncology Investigations,15279.007999999998
"T3, T4, TSH -Thyroid Function Test (TFT)",Laboratory Investigation,454.53
TAH (Total Abdominal Hysterectomy,Cancer Surgery,25215.0135
TAH + BSO + Node Sampling,Cancer Surgery,25218.5805
TAH + BSO + Omento + Node Dissection,Cancer Surgery,56861.578
TAH + BSO + Pelvic Lymphadenectomy + Para-aortic,Cancer Surgery,56603.9505
TAH+ BSO + Omentectomy,Cancer Surgery,31560.3665
TAH+ Bil. Salpingo-Oopherectomy,Cancer Surgery,24702.383
TAVI / TAVR Implant (cost of implant only),Cardiology Implant(Valve),1286681.425
TCR-A rearrangement: 14q11,Oncology Investigations,4672.446842105263
TERT Promoter Mutation Assay,Oncology Investigations,5824.077894736842
TFE-3 FISH,Oncology Investigations,12054.49
TORCH Test,Laboratory Investigation,1269.0975
TPHA,Laboratory Investigation,399.8855
TPMT (Thiopurine Methyl Transferase) Genotyping,Oncology Investigations,5131.471
TSH Receptor Antibody,Laboratory Investigation,1188.3105
TTT- Transpupillary thermal therapy per eye,Ophthalmology Procedure,8497.9035
Tacrolimus Level,Laboratory Investigation,2618.4555
Talar/Calcaneal Resection,Cancer Surgery,25286.3135
Tarsorrhaphy- Both Eyes,Ophthalmology Procedure,2977.5115
Telecanthus correction- Both Eyes,Ophthalmology Procedure,12706.1505
Temporal Bone Subtotal Resection,Head and Neck Surgery,40346.08842105263
Temporal bone resection.,Cancer Surgery,43683.2415
Temporary Pacemaker Implantation (TPI) (Temporary Cardiac Pacing) Single Chamber,Cardiology Procedure,19998.8065
Temporary restoration,Dental Procedure,148.7521052631579
Temporomandibular(TM) joint ankylosis- under GA/Open /Closed Reduction,Dental Procedure,18818.3655
Tendon Lengthening/Tendon repair,Orthopaedics Procedure,26192.309
Tendon Transfer,Orthopaedics Procedure,33505.6495
Tendon with Transplant or Graft,Orthopaedics Procedure,40887.173
Tension Band Wirings,Orthopaedics Procedure,26293.4395
Terminal Colostomy,Abdomen/GI Surgery Procedure,31038.6475
Testicular Biopsy,Cancer Surgery,6940.424000000001
Testicular Biopsy,Nephrology And Urology - Biopsy,13491.1015
Testicular Scan with Technetium 99m Pertechnetate,Nuclear Medicine Investigation,1685.006
"Tests for Antiphospholipid Antibody IgG, IgM (for Cardiolipin and B2 Glycoprotein 1)",Laboratory Investigation,1001.4475
"Tests for Hypercoagulable States- Protein C, Protein S, Antithrombin",Laboratory Investigation,3403.9655
Tests for Lupus Anticoagulant,Laboratory Investigation,1314.308
Tests for Sickling / Hb HPLC),Laboratory Investigation,1004.193
Tetralogy of Fallot (TOF)/TAPVC/TCPC/REV/RSOV repair,Cardiovascular And Cardiac Surgery Procedure,171167.12900000002
Thalassemia Studies (Red Cell Indices and Hb HPLC),Laboratory Investigation,1005.762105263158
Thermal balloon ablation.,Obstetrics And Gynaecology Procedure,33182.5225
Thoracic & Paediatrics,Cancer Surgery,56858.8585
Thoracic Surgery (Comb. Of two or more),Cancer Surgery,57032.583
Thoraco Abdominal Aneurysm Repair,Cardiovascular And Cardiac Surgery Procedure,223978.1685
Thoracoscopic Excision,Cancer Surgery,31452.735
Thoracoscopic Lobectomy/ Pneumonectomy,Cancer Surgery,56697.681
Thoracoscopic Pleurectomy,Cancer Surgery,31515.4655
Thoracoscopic Pleurodesis,Cancer Surgery,15825.02
Thoracoscopy-Diagnostic,Cancer Surgery,15963.0875
Thoracoscopy-Therapeutic,Cancer Surgery,25170.081578947367
Thoracotomy-Inoperable,Cancer Surgery,15738.37789473684
Thorax (Trucut Biopsy),Cancer Surgery,6895.236500000001
Thorax Re-Exploration,Cancer Surgery,25151.791
Three phase whole body Bone Scan,Nuclear Medicine Investigation,6032.653
Thymectomy,Cancer Surgery,44308.452000000005
Thymectomy with Vascular Surgery/Lung,Cancer Surgery,56617.7775
Thyroglobulin antibody,Laboratory Investigation,696.353
Thyroglobulin.,Laboratory Investigation,703.711
Thyroid Scan with Technetium 99m Pertechnetate,Nuclear Medicine Investigation,1900.5805
Thyroid Uptake measurements with 131-Iodine.,Nuclear Medicine Investigation,2451.537
Thyroid binding globulin,Laboratory Investigation,1113.015
Thyroid peroxidase antibody (TPO),Laboratory Investigation,696.6863157894737
Thyroid stimulating hormone (TSH),Laboratory Investigation,199.9668421052632
Thyroid-Hemi/Subtotal/Total-thyroidectomy.,Cancer Surgery,25162.524736842104
