sno,procedure_name,speciality,tier,facility,ward,cghs_code,rate
1990,Repetitive nerve stimulation (RNS)-Incremental response,Neurology Investigation,TIER I,NABH,GENERAL WARD,NI005,1500.0
1991,Resection & Anastomosis of Small Intestine,Abdomen/GI Surgery Procedure,TIER I,NABH,GENERAL WARD,AG051,49638.0
1992,Resection Bladder Neck Endoscopic / Bladder neck incision / transurethral incision on prostrate,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU144,40850.0
1993,Resection Enucleation of thyroid Adenoma,ENT Procedure,TIER I,NABH,GENERAL WARD,EP082,26125.0
1994,Rest Thallium / Myocardial Perfusion Scintigraphy,Cardiology Investigation,TIER I,NABH,GENERAL WARD,CI010,9600.0
1995,Resuscitation/CPR/Intubation,Critical Care,TIER I,NABH,GENERAL WARD,CC010,1500.0
1996,Reticulocyte Count,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB014,100.0
1997,Retinal detachment surgery (RDS) per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP063,26125.0
1998,Retinal detachment surgery (RDS) with scleral buckling per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP064,33250.0
1999,"Retinal laser procedures -green laser for PRP,retinal tears, ROP,endolaser per eye",Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP062,3500.0
2000,Retinoblastoma Excision (Paediatric) (TMH - Thoracic & Paediatric) (G3S90),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH167,18000.0
2001,Retinoblastoma[RB] EUA both eyes,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP135,3000.0
2002,Retro Peritoneal Tumour Removal,Abdomen/GI Surgery Procedure,TIER I,NABH,GENERAL WARD,AG084,50350.0
2003,Retrograde Intrarenal Surgery (RIRS)/ Flexible Ureteroscopy,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU159,59850.0
2004,Retrograde Urethrography (RGU),Radiological Investigation,TIER I,NABH,GENERAL WARD,RI053,1120.0
2005,Retromastoid Craniotomy (TMH - Head & Neck) (G6S5),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH352,40500.0
2006,Retroperitoneal Lymph Node Biopsy (Exploration) (TMH - Thoracic & Paediatric) (G3S91),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH168,18000.0
2007,Retroperitoneal Lymph Node Dissection with Nerve Sparing (TMH - Genitourinary / Gynaecology) (G6S44),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH390,40500.0
2008,Retroperitoneal Lymphadenectomy (TMH - Genitourinary / Gynaecology) (G6S45),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH391,40500.0
2009,Retroperitoneal Sarcoma + Visceral Excision (TMH - Genitourinary / Gynaecology) (G6S46),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH392,40500.0
2010,Retroperitoneal Tumor + Bowel Excision (TMH - Thoracic & Paediatric) (G5S25),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH322,31500.0
2011,Retroperitoneal Tumor + Excision of Ureter (TMH - Genitourinary / Gynaecology) (G6S47),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH393,40500.0
2012,Retroperitoneal Tumor Excision (TMH - Genitourinary / Gynaecology) (G6S48),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH394,40500.0
2013,Revision Knee Implant System - Articular Surface / Insert By,Orthopaedics,TIER,NABH,GENERAL,IMOR35,15870.0
2014,Revision Knee Implant System - Femoral Component By Whatsoever,Orthopaedics,TIER,NABH,GENERAL,IMOR33,62770.0
2015,Revision Knee Implant System - Patella Component By Whatsoever,Orthopaedics,TIER,NABH,GENERAL,IMOR36,4090.0
2016,Revision Knee Implant System - Tibial Component By Whatsoever,Orthopaedics,TIER,NABH,GENERAL,IMOR34,31220.0
2017,Revision of Shoulder/Knee Replacement (TMH - Bone & Soft Tissue) (G5S19),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH316,31500.0
2018,Rh Antibody Titre,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB046,300.0
2019,Rheumatoid Factor / Rh Factor Test,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB064,750.0
2020,Rhinoplasty- Non-cosmetic,ENT Procedure,TIER,NABH,GENERAL,EP020,33250.0
2021,Right Hemicolectomy,Abdomen/GI Surgery Procedure,TIER I,NABH,GENERAL WARD,AG067,33440.0
2022,Rigid Sigmoidoscopy (TMH - G.I. Surgery) (G1S11),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH011,4500.0
2023,Root end resection and Retro grade filling,Dental Procedure,TIER I,NABH,GENERAL WARD,DP038,3000.0
2024,Rota Virus serology,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB182,400.0
2025,Rotablation excluding the cost of Rotablator Burr/Advancer,Cardiology Procedure,TIER,NABH,GENERAL,CP003,58736.0
2026,Rotablator Burr,Cardiology,TIER I,NABH,GENERAL WARD,IMCP15,23920.0
2027,Rotablator with Advancer,Cardiology,TIER I,NABH,GENERAL WARD,IMCP14,49920.0
2028,Rotationplasty (TMH - Bone & Soft Tissue) (G5S21),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH318,31500.0
2029,Rotator cuff repair / RC repair,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR103,59850.0
2030,Routine - H & E,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB048,545.0
2031,Rupture Uterus Closure & Repair with Tubal Ligation,Obstetrics And,TIER,NABH,GENERAL,OG006,40850.0
2032,Ryles Tube Insertion,Critical Care,TIER I,NABH,GENERAL WARD,CC014,900.0
2033,S/C Fossa Gland Dissection (TMH - Breast) (G2S49),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH077,11250.0
2034,SCL 70 Antibody,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB324,1680.0
2035,SSA- Antibody Ro Serum Test,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB326,1450.0
2036,SSB- Antibody La Serum Test,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB327,1450.0
2037,STR Panel studies,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA154,4450.0
2038,STS Excision (Paediatric) (TMH - Thoracic & Paediatric) (G3S92),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH169,18000.0
2039,Sacral Chordomas (TMH - Bone & Soft Tissue) (G4S52),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH251,22500.0
2040,Sacral Tumors (TMH - Bone & Soft Tissue) (G5S22),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH319,31500.0
2041,Sacral tumors excision (combined approach) (TMH - Bone & Soft Tissue) (G6S21),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH368,40500.0
2042,Sacro-Coccygeal Teratoma Excision,Paediatric Surgery Procedure,TIER I,NABH,GENERAL WARD,PS031,40850.0
2043,Samarium-153 therapy for metastatic bone pain palliation,Radio-Isotope Therapy,TIER,NABH,GENERAL,IT004,20050.0
2044,Scalene Node Biopsy,Biopsies,TIER I,NABH,GENERAL WARD,BY007,9200.0
2045,Scaling,Dental Procedure,TIER I,NABH,GENERAL WARD,DP002,1000.0
2046,Scalp tumor+skull bone excision (TMH - Head & Neck) (G3S15),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH092,18000.0
2047,Scapulectomy Partial/Total (TMH - Bone & Soft Tissue) (G3S64),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH141,18000.0
2048,Schirmer Test,Ophthalmology Investigation,TIER I,NABH,GENERAL WARD,OI032,300.0
2049,Scintimammography.,Nuclear Medicine Investigation,TIER I,NABH,GENERAL WARD,NM015,6000.0
2050,Scleral Fixated IOL,Ophthalmology,TIER I,NABH,GENERAL WARD,IMOP08,3500.0
2051,Scleral Fixation Tissue glue /fibrin glue per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP132,8400.0
2052,Scleral graft for scleral melting or perforation per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP115,12730.0
2053,Scleral grafting or conjunctival flap for corneal perforation per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP011,8500.0
2054,Sclerotherapy Injection / Banding of Haemorrhoids (cost of drug/ sclerotherapy agent/band extra),General Surgery,TIER I,NABH,GENERAL WARD,GS001,700.0
2055,Sclerotherapy of oesophageal varices,Gastroenterology / Endoscopic Procedures,TIER I,NABH,GENERAL WARD,MG010,8500.0
2056,Scoliosis Surgery/ Deformity Correction of Spine,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR119,92150.0
2057,Scrotal Exploration,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU147,26125.0
2058,Scrotectomy (TMH - Genitourinary / Gynaecology) (G3S114),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH191,18000.0
2059,Scrub Typhus IgM,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB306,1600.0
2060,Second Look Laparoscopy (TMH - Genitourinary / Gynaecology) (G3S101),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH178,18000.0
2061,Second Look Laparotomy (TMH - Genitourinary / Gynaecology) (G3S102),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH179,18000.0
2062,Secondary IOL implantation- AC IOL PC IOL or scleral fixated IOL excluding the cost of IOL per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP102,19000.0
2063,Secondary Surgery for Cleft Lip Deformity,Burns And Plastic Surgery Procedure,TIER I,NABH,GENERAL WARD,BP021,40850.0
2064,Secondary Surgery for Cleft Palate,Burns And Plastic Surgery Procedure,TIER I,NABH,GENERAL WARD,BP022,40850.0
2065,Secondary Suturing (Thoracic) (TMH - Thoracic & Paediatric) (G2S32),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH060,11250.0
2066,Secondary suture of wounds,General Surgery,TIER I,NABH,GENERAL WARD,GS004,4400.0
2067,Segmental / Hemi Mandibulectomy with graft,Dental Procedure,TIER I,NABH,GENERAL WARD,DP100,23750.0
2068,Segmental /Hemi Mandibulectomy without graft,Dental Procedure,TIER I,NABH,GENERAL WARD,DP101,19000.0
2069,Segmental Resection Lower Limb + Replacement (TMH - Bone & Soft Tissue) (G4S53),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH252,22500.0
2070,Selective Vagotomy & Drainage,Abdomen/GI Surgery Procedure,TIER I,NABH,GENERAL WARD,AG016,50350.0
2071,Semen Analysis (Automated/Manual),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB006,250.0
2072,Sengstaken Blakemore (SB) Tube Tamponade,Gastroenterology / Endoscopic Procedures,TIER I,NABH,GENERAL WARD,MG044,9200.0
2073,Senning/Arterial Switch Operation (ASO) with graft,Cardiovascular And Cardiac Surgery Procedure,TIER I,NABH,GENERAL WARD,CV008,171000.0
2074,Septal Perforation Repair,ENT Procedure,TIER I,NABH,GENERAL WARD,EP026,26125.0
2075,Septo-Rhinoplasty,ENT Procedure,TIER I,NABH,GENERAL WARD,EP019,40850.0
2076,Septoplasty,ENT Procedure,TIER I,NABH,GENERAL WARD,EP017,26125.0
2077,Septostomy- Blade,Cardiovascular And Cardiac Surgery Procedure,TIER I,NABH,GENERAL WARD,CV037,59850.0
2078,Sequestrectomy & Saucerisation,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR045,33250.0
2079,Sequestrectomy & Saucerizations -Arthrotomy,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR046,33250.0
2080,Serum AMA M2 (IFA Method),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB309,2000.0
2081,Serum Ammonia,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB096,670.0
2082,Serum Amylase,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB088,300.0
2083,Serum Bicarbonate,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB095,200.0
2084,Serum Bilirubin total & direct,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB067,150.0
2085,Serum Calcium - Ionic,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB078,600.0
2086,Serum Calcium -Total,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB077,150.0
2087,Serum Ceruloplasmin,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB196,650.0
2088,Serum Cholesterol,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB074,150.0
2089,Serum Chromogranin A,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB325,3800.0
2090,Serum Copper,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB195,650.0
2091,Serum Creatinine,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB058,100.0
2092,Serum Electrophoresis,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB137,700.0
2093,Serum Erythropoietin,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB158,1200.0
2094,Serum Ferritin,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB126,350.0
2095,Serum Gastrin,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB310,1200.0
2096,Serum Glutamic Oxaloacetic Transaminase (SGOT) /Aspartate Aminotransferase (AST),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB087,100.0
2097,Serum Glutamic Pyruvic Transaminase (SGPT) / Alanine Aminotransferase (ALT),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB086,100.0
2098,Serum Haptoglobin Levels,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB311,1000.0
2099,Serum IgE Level,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB242,380.0
2100,Serum Iron,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB068,250.0
2101,Serum Lactate,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB090,500.0
2102,Serum Lipase,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB089,400.0
2103,Serum Magnesium,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB091,300.0
2104,Serum Phosphorus,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB079,150.0
2105,Serum Potassium,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB093,120.0
2106,Serum Protein electrophoresis with immunofixation electrophoresis (IFE),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB155,700.0
2107,Serum Sodium,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB092,120.0
2108,Serum Testosterone,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB098,400.0
2109,Serum Uric Acid,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB066,150.0
2110,Serum aldosterone,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB221,1800.0
2111,Serum aldosterone/renin ratio,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB224,1500.0
2112,Serum phenobarbitone level,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB198,600.0
2113,Sex hormone binding globulin,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB238,1540.0
2114,Shirodkar-s sling Operation or other sling operations for prolapse uterus,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG035,19000.0
2115,Shirodkar/ McDonald stitch//Cervical Stitch(Cerclage),Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG025,12730.0
2116,Shock Wave Therapy/Matrix Rhythm Therapy/Laser/PEMF -Pulse Electro Magnetic Therapy (per session),Physiotherapy,TIER I,NABH,GENERAL WARD,PT008,400.0
2117,Short Increment Sensitivity Index (SISI) Tone Decay,ENT Investigation,TIER I,NABH,GENERAL WARD,EI003,400.0
2118,Shoulder Disarticulation (TMH - Bone & Soft Tissue) (G3S65),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH142,18000.0
2119,Shoulder spica,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR017,8500.0
2120,Shoulder/Elbow Arthrodesis (TMH - Bone & Soft Tissue) (G4S60),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH259,22500.0
2121,Sialolithotomy/Sialodocotomy/ Closure of Salivary Fistula,Dental Procedure,TIER I,NABH,GENERAL WARD,DP081,2000.0
2122,Silastic Replacement (TMH - Bone & Soft Tissue) (G4S54),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH253,22500.0
2123,Silastic Replacement of Hand (TMH - Bone & Soft Tissue) (G4S55),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH254,22500.0
2124,Silicone Oil injection (per eye),Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP122,5000.0
2125,Silicone oil removal per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP066,9200.0
2126,Simple Closure of Perforated peptic Ulcer,Abdomen/GI Surgery Procedure,TIER I,NABH,GENERAL WARD,AG009,33250.0
2127,Simple Cystectomy,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU044,40850.0
2128,Simple limbal stem cell transplant SLET per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP140,20000.0
2129,Simple/Radical/Modified Radical Mastectomy (TMH - Breast) (G4S97),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH296,22500.0
2130,Single Antigen Class I,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA151,13000.0
2131,Single Antigen Class II,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA152,13000.0
2132,Single Chamber Cardiac Pacemaker with rate response,Cardiology,TIER I,NABH,GENERAL WARD,IMCP08,44928.0
2133,Single Chamber Cardiac Pacemaker without rate response,Cardiology,TIER I,NABH,GENERAL WARD,IMCP07,34840.0
2134,Single Hip spica Orthopaedics Procedure,,TIER I,NABH,GENERAL WARD,OR018,7000.0
2135,Single balloon enteroscopy,Gastroenterology / Endoscopic Procedures,TIER I,NABH,GENERAL WARD,MG016,13400.0
2136,Single drug Chemotherapy,Chemotherapy,TIER I,NABH,GENERAL WARD,CT001,1700.0
2137,Single lumen Jugular Catheterization,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU115,5000.0
2138,Single lumen Subclavian Catheterization,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU116,5000.0
2139,Sinogram,Cardiology,TIER,NABH,GENERAL,CI013,2000.0
2140,Skeletal Reconstruction (Extremity) (TMH - Plastic & Reconstructive) (G4S93),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH292,22500.0
2141,Skeletal Reconstruction (Head & Neck) (TMH - Head & Neck) (G6S6),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH353,40500.0
2142,Skin Biopsy,Biopsies,TIER I,NABH,GENERAL WARD,BY001,1250.0
2143,Skin Flaps - Abdominal,Burns And Plastic Surgery Procedure,TIER I,NABH,GENERAL WARD,BP011,33250.0
2144,Skin Flaps - Advancement Flaps,Burns And Plastic Surgery Procedure,TIER I,NABH,GENERAL WARD,BP008,33250.0
2145,Skin Flaps - Arm Etc.,Burns And Plastic Surgery Procedure,TIER I,NABH,GENERAL WARD,BP013,26125.0
2146,Skin Flaps - Cross Finger,Burns And Plastic Surgery Procedure,TIER I,NABH,GENERAL WARD,BP010,33250.0
2147,Skin Flaps - Direct- cross Leg Flaps- Cross Arm Flap,Burns And Plastic Surgery Procedure,TIER I,NABH,GENERAL WARD,BP009,40850.0
2148,Skin Flaps - Rotation Flaps,Burns And Plastic Surgery Procedure,TIER I,NABH,GENERAL WARD,BP007,26125.0
2149,Skin Flaps - Thoracic,Burns And Plastic Surgery Procedure,TIER I,NABH,GENERAL WARD,BP012,26125.0
2150,Skin Prick Test for Allergy,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB312,1800.0
2151,Skull Base Surgery,ENT Procedure,TIER I,NABH,GENERAL WARD,EP015,50350.0
2152,Skull Traction Application,Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS014,9200.0
2153,Slide / Images for Second Opinion- Cancer Cytogenetics,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA153,920.0
2154,Slow continuous Ultrafiltration,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU127,8500.0
2155,Small Bowel By-Pass (Multiple)/(Single) (TMH - G.I. Surgery) (G3S48),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH125,18000.0
2156,Small Bowel Manometry,Gastroenterology /,TIER,NABH,GENERAL,GI010,10000.0
2157,Small Bowel Resection Anastomosis (TMH - G.I. Surgery) (G3S49),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH126,18000.0
2158,Small Incision Cataract Surgery (SICS) with IOL excluding the cost of IOL per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP099,12730.0
2159,Small bowel enteroclysis,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI049,2000.0
2160,Smear for Malaria/Filaria Parasite,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB018,100.0
2161,Soft Tissue Operation on Joints -Large,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR083,40850.0
2162,Soft Tissue Operation on Joints -Small,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR082,26125.0
2163,Soft Tissue Operations for Congenital Talipes Equinovarus (CTEV),Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR066,33250.0
2164,Soft Tissue Operations for Polio/ Cerebral Palsy,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR126,33250.0
2165,Soft Tissue Wide Excision (TMH - Bone & Soft Tissue) (G3S66),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH143,18000.0
2166,Soft Tissue Wide Excision + Implant (TMH - Bone & Soft Tissue) (G3S67),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH144,18000.0
2167,Soft Tissue Wide Excision + Reconstruction (TMH - Bone & Soft Tissue) (G4S56),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH255,22500.0
2168,Somatosensory evoked potentials (SSEP),Neurology Investigation,TIER I,NABH,GENERAL WARD,NI006,1500.0
2169,Space Maintainers - Fixed,Dental Procedure,TIER I,NABH,GENERAL WARD,DP072,4000.0
2170,Spasticity Surgery,Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS035,50350.0
2171,Special Stain,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB049,200.0
2172,Special education per session of at least 40 minutes,Behavioural therapy,TIER I,NABH,GENERAL WARD,BT004,400.0
2173,Speech Assessment,ENT Investigation,TIER I,NABH,GENERAL WARD,EI004,400.0
2174,Speech Discrimination Score,ENT Investigation,TIER I,NABH,GENERAL WARD,EI005,400.0
2175,Speech Therapy per session of at least 40 minutes,Behavioural Therapy,TIER I,NABH,GENERAL WARD,BT001,400.0
2176,Spinal Bifida Surgery Major,Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS037,59850.0
2177,Spinal Bifida Surgery Minor,Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS038,50350.0
2178,Spinal Cord Stimulator,Neuro-Surgery,TIER I,NABH,GENERAL WARD,IMNS18,1390243.0
2179,Spinal Decompression (TMH - Bone & Soft Tissue) (G4S66),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH265,22500.0
2180,Spinal Decompression + Reconstruction/Instrumentation (TMH - Bone & Soft Tissue) (G5S18),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH315,31500.0
2181,Spinal Fixation Cervical/dorsolumbar/ lumbosacral,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR116,144400.0
2182,Spinal Fusion Procedure,Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS036,72200.0
2183,Spinal Fusion Surgery Cervical/ Lumbar Spine -More than 2 Level,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR118,77900.0
2184,Spinal Injections,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR121,4750.0
2185,Spinal Osteotomy,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR124,50350.0
2186,Splenectomy (TMH - G.I. Surgery) (G3S50),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH127,18000.0
2187,Splenectomy - For Hypersplenism,Abdomen/GI Surgery Procedure,TIER I,NABH,GENERAL WARD,AG029,59850.0
2188,Splenectomy - For Trauma,Abdomen/GI Surgery Procedure,TIER I,NABH,GENERAL WARD,AG028,50350.0
2189,Splenorenal Anastomosis,Abdomen/GI Surgery Procedure,TIER I,NABH,GENERAL WARD,AG030,50350.0
2190,Splinting - Periodontally weak teeth,Dental Procedure,TIER I,NABH,GENERAL WARD,DP057,1800.0
2191,Split Osteotomy and Internal Fixations,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR059,50350.0
2192,Squint correction for both eyes,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP069,20000.0
2193,Squint correction for one eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP068,13400.0
2194,Stainless Steel Bare Coronary Metal Stents,Cardiology,TIER I,NABH,GENERAL WARD,IMCP03,10000.0
2195,Stainless Steel Bare metal - Non Coronary Vascular Stents,Cardiology,TIER I,NABH,GENERAL WARD,IMCP04,20000.0
2196,Stapedectomy,ENT Procedure,TIER I,NABH,GENERAL WARD,EP008,26125.0
2197,Stapler haemorrhoidectomy excluding the cost of Stapler,General Surgery,TIER I,NABH,GENERAL WARD,GS019,33250.0
2198,Stent Used in Ventriculoatrial /Ventriculoperitoneal Shunt,Neuro-Surgery,TIER I,NABH,GENERAL WARD,IMNS02U100,0.0
2199,Stereotactic Radiosurgery for brain pathology (X knife / Gamma knife - Two or more sessions),Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS082,72200.0
2200,Stereotactic Radiosurgery for brain pathology (X knife/Gamma) - ONE session,Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS081,50350.0
2201,Stereotactic aspiration of intracerebral haematoma,Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS079,72200.0
2202,Stereotaxic Procedures- biopsy/aspiration of cyst,Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS039,40850.0
2203,Sterilization (minilap)-post partum/post abortion,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG078,8740.0
2204,Sternal puncture,General Procedure,TIER I,NABH,GENERAL WARD,GP008,2000.0
2205,Stool Routine and Microscopy,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB003,80.0
2206,Stool for Clostridium difficile Toxin,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB328,2840.0
2207,Stool for Occult Blood,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB004,100.0
2208,Strapping of Ankle,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR025,800.0
2209,Strapping of Chest,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR026,1500.0
2210,Strapping of Elbow,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR023,1500.0
2211,Strapping of Finger,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR020,500.0
2212,Strapping of Knee,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR024,1000.0
2213,Strapping of Shoulder,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR027,1500.0
2214,Strapping of Toes,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR021,600.0
2215,Strapping of Wrist,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR022,750.0
2216,Stress Cardiac MRI,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI012,9200.0
2217,Stress Echo- exercise,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI005,2400.0
2218,Stress Echo- pharmacological / D Stress Echo,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI006,3000.0
